Email Text,Label,Predict
"
NEW! ->
Vigoral Herbal Love Enhancers <- NEW!
Straight from our lab to you!
We Now Offer 3
NEW - Specially Formulated
& 100% Natural - products to help stimulate your moments with that special someone for
Only
$24.99!
""The Most
Exciting Love
Making Experience We've Ever Had! Vigoral is #1, Hands Down!""Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
Â Â 
- Ricardo & Isabelle P. of Las Vegas, NV
SUPER
                    VigoralFor
                    Men
SUPER                    VigoretteFor
                    Women
SUPER
VigorgelFor
                    Everyone!All
      Only  $24.99 each & Get FREE Shipping!*-LIMITED
      TIME OFFER-
->
      CLICK
      HERE TO ORDER NOW! <-Â Your
      email address was obtained from an opt-in list, Opt-in MRSA List  Â Purchase
      Code # 248-3-550.Â Â If you wish to be unsubscribed from this list, please
      Click
      here and press send to be removed. If you have previously
      unsubscribed and are still receiving this message, you may email our Abuse
      Control Center. We do not condone spam in any shape or form. Thank You
      kindly for your cooperation
*Note: free shipping on orders of
three or more of any product.--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",Phishing Email,Safe Email
"perfect logo charset = koi 8 - r "" > thinking of breathing new life into your business ? start from revamping its front - end - logo and visuai identity . loqodentity offers creative custom design of loqos , stationery and web - sites . under our carefui hand these powerfui marketing tools wiii bring a breath of fresh air into your business and make you stand out amonq the competitors . you are just a click away from your future success . click here to see the sampies of our artwork , check our prices and hot offers",Phishing Email,Safe Email
cialis ( super viagra ) at $ 2 . 00 per dose ready to boost your sex life ? positive ? time to do it right now . order cialis at incredibly low prices $ 2 . 00 per dose . unbelivable no more,Phishing Email,Safe Email
prescription drugs online mean big savings a,Phishing Email,Safe Email
"URL: http://scriptingnews.userland.com/backissues/2002/09/25#When:5:36:11AM
Date: Wed, 25 Sep 2002 12:36:11 GMTFred Grott: How to Keep RDF and RSS Straight[1].[1] http://www.diaries.com/ShareMe/2002/09/24
",Safe Email,Safe Email
"ees / epmi split just to add to tim ' s note - i suggest that the number of overlap issues would be few and far between and can be resolved at the operating level . i think ena can offer up representatives from each region that have an open line of communication with the appropriate ees people . if ena and ees provided each other with a short list of contacts there should be no need to deal with this at the otc level . for example , chris foster ( ena west power mid market ) would direct questions / opportunities to ees and field calls from ees people looking at deals in the western power market . ena interface list : power : west : foster midwest : baughman east : pagan texas : sukaly gas : west : tycholiz midwest : luce east : vickers texas : martin dave knows all of these people and i believe that they do things in the best interest of "" one - enron "" . regards , chris - - - - - - - - - - - - - - - - - - - - - - forwarded by christopher f calger / pdx / ect on 03 / 25 / 2001 01 : 18 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : tim belden 03 / 21 / 2001 07 : 05 am to : louise kitchen / hou / ect @ ect cc : chris h foster / hou / ect @ ect , christopher f calger / pdx / ect @ ect subject : ees / epmi split i heard dave ' s voicemail . i appreciate his concern . however , i don ' t think that the delineation is easy to do . i am confident that my team knows what we are good at and what we aren ' t good at . if we aren ' t best suited to serve the load , we will act like "" one enron "" and send the account over to the them . the split should really be driven by the customer ' s needs and which utility they are behind . for example , montana power has a wonderful balancing tariff where the utility looks at the scheduled volume and compares it to the actual volumes and settles directly with the customer for imbalances . we don ' t do any metering , we don ' t do any unique billing , the loads range anywhere from 1 mw to 25 mw . ena is definitely best suited to serve these industrials because commodity price is their top interest . the pugest system is about to open up with a structure that is similar to montana ' s . ena will be very well positioned to serve this load . the same company could have a plant in california . we wouldn ' t serve that load because the expertise needed to manage the ctc risk ( before this thing blew up anyway ) , the challenge of metering and tracking metered volumes on a schedule vs . actual basis , and the load forecasting . the same company could also own gas stations in the west . we have no interest in serving gas stations . i also heard the message attached to dave ' s from scott dann ( sp ? ) . his message did little to open communication between groups . he provided no details on what the issue was in the west with respect to epmi ( ena ) and ees . for us to do this right , ees and ena need to be able to solve problems without involving the office of the chair of each company . i would be happy to work with anyone from ees to resolve who should be covering which accounts . i still can ' t think of a clean way to divide customers . each approach has its problems . each company ( ees and ena ) has its strengths . our strength is commodity pricing and delivering a mw to anywhere on the western grid . their strength is in tariff analysis , energy management , and aggregating loads . for the west , i am confident that chris calger and i can sort out any disputes with ees that are reasonable . we know what we are good at . we have a proven track record with a large number of industrials in the west . i still believe that our customers and shareholders are best served with our favored approach . it will require better communication on the operating level between ees and ena .",Safe Email,Safe Email
inexpensive online pills here bibliophile uranium bolo baklava inorganic get all your prescriptions in one location ! a whole range of tablets ! take a look ! all your needs in one shop ! stop receiving promotional material now eventuate helicopter alewife aftermath cowardice grandiloquent absenteeism,Phishing Email,Safe Email
"http://www.hughes-family.org/bugzilla/show_bug.cgi?id=839------- Additional Comments From alan@rdrop.com  2002-09-05 22:22 -------
I haven't tried 2.41 yet because it requires File::Spec, which barfs when
spamassassin tries to use it.  I haven't filed a bug yet because I suspect it's
because I'm still running 5.005 perl because of reported compatibility issues
with 5.6 and later, but I probably will because I think there's too much legacy
perl code to put up with major compatibility problems, and spamassassin didn't,
at least in the quickest of looks, say it needed a newer one.  The perl @ stuff
was bad enough...  but this is all a separate soapbox...------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.
-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel",Safe Email,Safe Email
empty,Phishing Email,Safe Email
"if you are paying more than 3 . 6 % on your mortgage , we can slash your payment ! ( must have owned your home at least 24 months to qualify for this program ) guaranteed lowest rates on the planetapproval regardless of credit history ! start saving todayshow me the lowest rates to stop receiving offers here calibre baste chipmunk celebrity cultivable blackwell sadism buckwheat bullfrog recriminatory helium energetic fluoridate step carlyle omega greenwich seaport impoverish alba hogging there scotsmen terrapin poncho precept simper decreeing compass elves baroque baneberry been precept besiege perjury satin tattletale sawfly fraudulent suffragette boucher kindle pol bernstein maseru bombard propaganda housewares interregnum nettle chronograph rhombic despicable strife evans swim inscrutable indicter inoculate filamentary clash expellable abutted delouse amorphous snag agave approach infusible glom latter stockpile ironside mezzo threadbare indispensable provincial vicar dally perspire pretext abscess dolan confirmation anchorite chambers butadiene trot ncaa scalp hapsburg numismatic anton actinolite anarch hydrophobic confiscatory michel biaxial sentient liverpudlian fleeing handle o ' dell glycerinate slugging halvah buried alley dinghy loomis harass ash osteopathic confluent plight official swelt grave baffin voodoo rowena alfalfa chip dreary recurring graven interference conch slash cam hyacinth steven u coastline concord tabloid plaster ellison lexical divisor pelvis cloak americana immemorial spinach amongst being buck foible empire decompression haines astral tippy preface ferdinand stood departure baste dublin candelabra literal mimic disjunct arteriosclerosis porphyry dicta gemstone sadden fade lateran boylston phosphorus column yellowstone wee eyesight antic edwin farthest alan geographer dragnet dearborn curlicue appearance chariot brassiere footprint antares cuddly cheerful bus theta bemuse befallen baden circuitous lump ashley artistry flagstone chicanery contraception congressmen spoil blackbody teapot cleat heredity wobble poultry lost havoc artifice inexpressible detroit tennis debenture dramaturgy electrolyte ammo past glib lanka cardiff humble disastrous rosebud amaze ethanol discretion allison freestone lachesis asceticism progressive waistline canaveral browbeaten ace nevertheless seedy thirteen artificial diaphanous simplex posterity venereal creed beater armload mediate shrimp faustus economy neuronal crosshatch snowflake maladaptive decipher graduate mugho bailiff tile inward sally cassius pauline moreland decorous indulge schema tracery akers nipple scruple revival szilard candace mali macassar countrify crises debility nettlesome infinitude bagpipe stimulate casebook medic sergeant windshield salmonella chlorine huddle belove harness anglican badland tremendous broach inferno tattoo europa abstractor decontrolling cadre anastasia dairy found blatant korea chantey gawky connally yale committed abetted drunken coeducation dairy sidewalk stannous finish arcturus asilomar braille tat motherland protozoan anchovy jewish orin rant alliterate design slim airframe rut bombastic chert idiocy volcanic valedictory huston clotheshorse herman animism impolitic catch eye paulus menzies aerogene cavendish amerada gneiss lascivious liz bursty desire anxiety simmons hudson casteth quixotic shamble morphology prefatory nourish brook quatrain colatitude souvenir campsite cinematic autumn crystalline ductile testbed arteriolosclerosis cacm chemise committal conscionable analgesic junta beachhead crisis vita chairwoman snob grommet aristocracy pigging commutate thereupon client groat calibre abel righteous tripartite eider herringbone bricklay neglecter bicarbonate petrifaction compression antipode interviewee peculiar burro applause judge purse compulsion beseech psychobiology dabble megavolt wastage deregulate oersted annulling blacken abbe concatenate crease permitted congressmen byrd cominform fringe haul classy buoyant brad scuffle mutton appoint pickering gary merriment lecher spoon sovkhoz carib moneywort quizzes anywhere bridal depart alleviate benevolent zodiacal system moth responsive percussion triumphant leeway despoil dulse glenda bianco riverside schwartz marietta electoral tolerable evaluable oratorical autocracy redcoat causation casbah nutcrack maltose cantle sewn wallpaper polytypy sardine chancery crunch bronchitis margo donnelly astronautic occurring macbeth flash safekeeping malone catabolic lindbergh poetic barth decease megalomania astronomer softball fugal shmuel windward accreditate lacerate connally hotelman thrice gerhard calculus apartheid expatiate hiram abstractor chesterton assurance thespian broadcast bolton fluoridate drift hitherto chautauqua dodecahedra nova serendipity rightward devolution prague catchword jigsaw transition duet salisbury beggary ninefold prissy abet power horrify inextricable behold trigonal chestnut template hypnotic ackerman conformance adriatic deviant dissipate result lantern textural stopover audacious virtuosi compulsory bandgap",Phishing Email,Phishing Email
"re : metals mike , thanks for your message . you are on point as to my intent . from the discussion i had with andy last week , there seems to be several similarities between the metals business and industrial markets . i believe the blueprint that is forthcoming will provide more insight that will be helpful to you all . we would love to share this with you , and also discuss your system direction . there may be some opportunities for us to work together on the development . i would like to have a discussion to talk about next steps , and believe andy is planning to initiate this after he returns from holiday . let me know if you have some other ideas . i ' m sorry that we didn ' t have a chance to get together last week while i was in london . my trip was very short , and i kept missing you when i went to your desk . i ' ll plan some time with you when i ' m there next time . mike jordan 01 / 24 / 2001 07 : 51 am to : brenda f herod / hou / ect @ ect cc : sally beck / hou / ect @ ect subject : re : metals brenda it strikes me that the planning documentation could be enormously useful to us in backtesting our existing processes and determining any potential overlaps is there any obstacle to access to this information ? enron capital & trade resources corp . from : brenda f herod 23 / 01 / 2001 23 : 40 to : andrew cornfield / lon / ect @ ect cc : mike jordan / lon / ect @ ect , paul wallace / lon / ect @ ect , john jacobsen / hou / ect @ ect , roy lipsett / hou / ect @ ect , michael e moscoso / hou / ect @ ect , kristen j hanson / hou / ect @ ect , yvette g connevey / corp / enron @ enron , jill lafave / enron @ enronxgate , delmar davis / enron @ enronxgate , daniel hamilton / enron @ enronxgate subject : re : metals andy , thanks so much for your message . i had you on my "" to do "" list today to follow - up from our conversation last week . i appreciate your responses , and will follow - up as needed . just to recap eim ' s current inititives . ( pwc ) was engaged in 10 / 00 to develop a business plan for tactical and strategic solutions for the projected growth in the physical business . in 11 / 00 , aa was engaged to develop a "" blueprint "" of eim major processes ( deal execution , deal capture , risk management , logistics , settlements and financial reporting ) , down to level 2 processes . the initiatives have been combined into one team focused on delivering the "" blueprint "" , a gap analysis of enron systems to business needs and recommended systems . a complete "" roadmap "" should be laid out with a 0 - 3 months , 4 - 6 months , 7 - 9 months and 10 - 12 months timeline . the plan addresses tactical also . our overall objective : build an infrastructure ( people , processes and systems ) that is scalable and supports the trading business of eim . the current industries are forest products and steel . however , additional industries may be added . the targeted infrastructure would require little change to support new industries . the delieverable is expected by the end of 2 / 01 . we ' d be happy to visit with you all ( video conference or houston , . . . . ) to give you more information . let me know how to proceed . thanks again for your time . since i wasn ' t able to attend the controllers ' conference last 10 / 00 , i ' m glad i got to meet you last week . stay in touch . brenda to : brenda f herod / hou / ect @ ect cc : mike jordan / lon / ect @ ect , paul wallace / lon / ect @ ect subject : metals brenda as discussed at our meeting last week there are a few areas of commonality between enron metals and eim that should allow leverage off common goals . in particular i promised info on a few areas : project q assessment a lot of the issues raised in the report are particular to enron metals ( being to do with interfaces with our as 400 ysstem ) however high level issues which formed part of the decision to not develop this for enron metals were : q is over specified for metals . traffic / logistics for metals is less complex than oil & coal . metals process tends towards buy > store > sell whereas for liquids the storage is not as prevelant metals logistics typically involves trucks whereas liquids is ship / barge 2 . inventory controls again the reports produced here have been very specific to enron metals . paul wallace a manager in the co - ordination function is working extensively on developing the controls in this area . i would suggest that you contact paul directly if you wish to discuss specific areas or inventory controls in general . 3 . funding of inventory we have a structured finance facility here in london . the deal is specific to enron metals markets in that it works by reference to lme prices as these are the base index for all the positions placed in the facility . if structured financing is sort for eim then it would be appropriate to talk to either david tregar ( metals commercial ) or bill appleby ( global finance ) as an intro to the issues faced . 4 . curve management process the markets in which our merchanting division trades are based on the lme curves but are linked to a large number of basis curves for quality and location . given the vast number we have opted to break down the markets by brand group and port location . e . g . for copper this means we have a grid with 5 brand groups and 3 sets of port groups ( 13 for europe , 7 for the us and 6 for the far east ) . the maintaince & price testing of the grids is made manageable by the fact the premiums only need be entered for brand and port groups by the traders yet prices can be tested by reference to node points i . e . price of specific brand at a given location which can be checked to a market quote . 5 . re recruitment of paper traders i haven ' t been able to contact him but i recall that the brother of david rosenblum , one of the metals traders in chicago , is a trader of recylced paper . i ' ll keep you posted on long term system development plans here in london . i ' d appreciate same for eim . regards andy",Safe Email,Phishing Email
"August 7th, an entity known as ""iDEFENSE"" sent out an announcement, which is appended to this email. Briefly, ""iDEFENSE"", which bills itself as ""a global security intelligence company"", is offering cash for information about security vulnerabilities in computer software that are not publicly known, especially if you promise not to tell anyone else.If this kind of secret traffic is allowed to continue, it will pose a very serious threat to our computer communications infrastructure.At the moment, the dominant paradigm for computer security research known as ""full disclosure""; people who discover security vulnerabilities in software tell the vendor about them, and a short while later --- after the vendor has had a chance to fix the problem --- they publish the information, including code to exploit the vulnerability, if possible. This method has proven far superior to the old paradigm established by CERT in the late 1980s, which its proponents might call ""responsible disclosure"" --- never release working exploit code, and never release any information on the vulnerability before all vendors have released a patch. This procedure often left hundreds of thousands of computers vulnerable to known bugs for months or years while the vendors worked on features, and often, even after the patches were released, people wouldn't apply them because they didn't know how serious the problem was.The underground computer criminal community would often discover and exploit these same holes for months or years while the ""responsible disclosure"" process kept their victims, who had no connections in the underground, vulnerable.The problem with this is that vulnerabilities that are widely known are much less dangerous, because their victims can take steps to reduce their potential impact --- including disabling software, turning off vulnerable features, filtering traffic in transit, and detecting and responding to intrusions. They are therefore much less useful to would-be intruders. Also, software companies usually see security vulnerabilities in their software as PR problems, and so prefer to delay publication (and the expense of fixing the bugs) as long as possible.iDEFENSE is offering a new alternative that appears far more dangerous than either of the two previous paradigms. They want to be a buyer in a marketplace for secret software vulnerability information, rewarding discoverers of vulnerabilities with cash. Not long before, Snosoft, a group of security researchers evidently including some criminal elements, apparently made an offer to sell the secrecy of some software vulnerability information to the software vendor; specifically, they apparently made a private offer to Hewlett-Packard to keep a vulnerability in HP's Tru64 Unix secret if HP retained Snosoft's ""consulting services"". HP considered this extortion and responded with legal threats, and Snosoft published the information.If this is allowed to happen, it will cause two problems which, together, add up to a catastrophe.First, secret software vulnerability information will be available to the highest bidder, and to nobody else. For reasons explained later, I think the highest bidders will generally be organized crime syndicates, although that will not be obvious to the sellers.Second, finding software vulnerabilities and keeping them secret will become lucrative for many more talented people. The result will be --- just as in the ""responsible disclosure"" days --- that the good guys will remain vulnerable for months and years, while the majority of current vulnerabilities are kept secret.I've heard it argued that the highest bidders will generally be the vendors of the vulnerable software, but I don't think that's plausible. If someone can steal $20 000 because a software bug lets them, the software vendor is never held liable; often, in fact, the people who administer the software aren't liable, either --- when credit card data are stolen from an e-commerce site, for example. Knowing about a vulnerability before anyone else might save a web-site administrator some time, and it might save the software vendor some negative PR, but it can net the thief thousands of dollars.I think the highest bidders will be those for whom early vulnerability information is most lucrative --- the thieves who can use it to execute the largest heists without getting caught. Inevitably, that means organized crime syndicates, although the particular gangs who are good at networked theft may not yet exist.There might be the occasional case where a market leader, such as Microsoft, could make more money by giving their competitors bad PR than a gang could make by theft. Think of a remote-root hole in Samba, for example.Right now, people who know how to find security exploits are either motivated by personal interest in the subject, motivated by the public interest, motivated by a desire for individual recognition, or personally know criminals that benefit from their exploits. Creating a marketplace in secret vulnerability information would vastly increase the availability of that information to the people who can afford to pay the most for it: spies, terrorists, and organized crime.Let's not let that happen. This is the original iDEFENSE announcement:From: Sunil James [mailto:SJames@iDefense.com] Sent: Wednesday, August 07, 2002 12:32 PM Subject: Introducing iDEFENSE's Vulnerability Contributor Program Greetings,iDEFENSE is pleased to announce the official launch of its Vulnerability Contributor Program (VCP). The VCP pays contributors for the advance notification of vulnerabilities, exploit code and malicious code.iDEFENSE hopes you might consider contributing to the VCP. The following provides answers to some basic questions about the program:Q. How will it work? A. iDEFENSE understands the majority of security researchers do not publish security research for compensation; rather, it could be for any of a number of motivations, including the following: * Pure love of security research * The desire to protect against harm to targeted networks * The desire to urge vendors to fix their products * The publicity that often accompanies disclosureThe VCP is for those who want to have their research made public to the Internet community, but who would also like to be paid for doing the work.The compensation will depend, among other things, on the following items: * The kind of information being shared (i.e. vulnerability or exploit) * The amount of detail and analysis provided * The potential severity level for the information shared * The types of applications, operating systems, and other software and hardware potentially affected * Verification by iDEFENSE Labs * The level of exclusivity, if any, for data granted to iDEFENSEQ. Who should contribute to the VCP? A. The VCP is open to any individual, security research group or other entity.Q. Why are you launching this program? A. Timeliness remains a key aspect in security intelligence. Contributions to some lists take time before publication to the public at large. More often, many of these services charge clients for access without paying the original contributor. Under the iDEFENSE program, the contributor is compensated, iDEFENSE Labs verifies the issue, and iDEFENSE clients and the public at large are warned in a timely manner.Q. Who gets the credit? A. The contributor is always credited for discovering the vulnerability or exploit information.Q. When can I contribute? The VCP is active. You are welcome to begin contributing today.To learn more, go to http://www.idefense.com/contributor.html. If you have questions or would like to sign up as a contributor to the VCP, please contact us at contributor@idefense.com.Regards,Sunil James Technical Analyst iDEFENSE""iDEFENSE is a global security intelligence company that proactively monitors sources throughout the world -- from technical vulnerabilities and hacker profiling to the global spread of viruses and other malicious code. The iALERT security intelligence service provides decision-makers, frontline security professionals and network administrators with timely access to actionable intelligence and decision support on cyber-related threats. iDEFENSE Labs is the research wing that verifies vulnerabilities, examines the behavior of exploits and other malicious code and discovers new software/hardware weaknesses in a controlled lab environment.""http://xent.com/mailman/listinfo/fork",Safe Email,Phishing Email
start date : 12 / 25 / 01 ; hourahead hour : 10 ; start date : 12 / 25 / 01 ; hourahead hour : 10 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122510 . txt,Safe Email,Safe Email
"Jets Attempt to Intercept 'Contrail' By ROBERT BURNS
AP Military Writer WASHINGTON (AP)--The military command responsible for the defense of North
American airspace scrambled fighter jets in response to unverified reports
of an airborne condensation trail, or contrail, moving from the Caribbean to
the United States, defense officials said Thursday. Lt. Col. Michael Humm, a Pentagon spokesman, said the incident happened
Wednesday and that the North American Aerospace Defense Command in Colorado
Springs, Colo., was continuing to investigate. The reported contrail stirred concern because of the possibility that it
could have indicated the presence of an unauthorized jet aircraft in or
approaching American airspace. In the aftermath of the Sept. 11 attacks, the
Pentagon has taken greater precautions to monitor U.S. airspace. A contrail is created by vapor from a jet engine in the presence of cold
air. The jets that were scrambled to attempt to intercept and identify the source
of the contrail found nothing, said Lt. Cmdr. Curtis Jenkins, a NORAD
spokesman. He said NORAD had developed no new information since the initial
report at 4 p.m. EST on Wednesday. NORAD is reviewing data from its tracking
radars in search of evidence, he said. A Pentagon statement said NORAD received unverified reports of ``what
appeared to be a contrail of unknown origin,'' originally in the vicinity of
the Turks and Caicos Islands in the Caribbean. ``Initially, it was reported to be heading northwestward toward the United
States,'' the statement said. ``Commercial airline pilots later reported the
contrail over Florida and later over Indiana. Thereafter, no other sightings
were reported.'' The reported contrail was never verified by visual or radar contact, the
Pentagon statement said. At the Federal Aviation Administration, spokesman Paul Turk said, ``I'm
aware of the reports.'' He referred all questions to NORAD. Jenkins said he was not sure who reported the initial sighting over the
Caribbean. He also was unsure who requested NORAD to launch fighter jets or
from which military bases they were scrambled. ``We don't necessarily judge or second-guess when a request comes to us to
investigate'' a contrail, he said. Meanwhile, reports of a ball of fire streaking across the sky early Thursday
had people throughout the Northwest flooding radio and television stations
with calls reporting a meteor shower. It was believed that the light came from a Russian rocket body re-entering
the Earth's atmosphere about 6:15 a.m. The U.S. Strategic Command in Omaha,
Neb., and the North American Aerospace Defense Command confirmed a Russian
rocket fell back to Earth, but gave no further details. 
AP-NY-11-28-02 1833ESTCopyright 2002, The Associated Press. The information contained in the AP
Online news report may not be published, broadcast or redistributed without
the prior written authority of The Associated Press.
-- 
Terry W. Colvin, Sierra Vista, Arizona (USA) < fortean1@mindspring.com >
     Alternate: < fortean1@msn.com >
Home Page: < http://www.geocities.com/Area51/Stargate/8958/index.html >
Sites: * Fortean Times * Mystic's Haven * TLCB *
      U.S. Message Text Formatting (USMTF) Program
------------
Member: Thailand-Laos-Cambodia Brotherhood (TLCB) Mailing List
   TLCB Web Site: < http://www.tlc-brotherhood.org >[Vietnam veterans,
Allies, CIA/NSA, and ""steenkeen"" contractors are welcome.]To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email,Safe Email
"ive just gotton myself a modem (no its not a winmodem, yes im sure) it dials
the internet grant using the RedHat PPP Dialer... and i can ping the server
i dial into but i cant get any furthur than that server? any ideas?
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",Safe Email,Safe Email
"conference on turkic languages call for papers the first manchester conference on turkic languages 6 - 7 april 1999 , university of manchester the north - west centre for linguistics and the research group on central asia and the caucasus are pleased to announce their first joint conference on turkic languages . papers are invited on all areas of linguistics from researchers who work on turkic languages . papers will be 35 minutes long with 10 minutes discussion time . there will also be a poster session . proceedings are planned to be published as a part of a series on turkic linguistics . please send your abstracts ( of around 500 words with a selective bibliography ) not later than 1 february 1999 to : cigdem balim - harding coordinator , research group on central asia and the caucasus department of middle eastern studies , university of manchester manchester m13 9pl , uk tel : + 44 ( 0 ) 161 275 3069 fax : + 44 ( 0 ) 161 275 3264 email : cigdem . balim @ man . ac . uk conference details will shortly appear on the web page for the rgcac : http : / / www . art . man . ac . uk / mes / asia . htm",Safe Email,Safe Email
empty,Safe Email,Safe Email
"market price volatility may 1 - 3 houston market price volatility may 1 - 3 , 2002 o houston , tx click here to download a complete conference brochure this in - depth technical program will show you how to : o how to measure , model , and estimate volatility o how to model price volatility using financial models o how to use blended models incorporating fundamental drivers o how to apply volatility modeling to today ' s market conditions : full requirements contracts , operating performance of generation portfolios , impacts of iso market mitigation infocast ' s highly regarded market price volatility is a tightly - focused program specifically designed to attack the problems of modeling volatility in today ' s energy markets . it will provide you with the tools and insights you ' ll need to get and maintain an edge in assessing and managing volatility . the program will first provide you with an in - depth examination of sound market - based analytical processes and modeling techniques to accurately represent volatility , then will show you how these techniques are being applied to solving advanced energy market problems . topics and speakers include : estimating and modeling electricity and fuel price volatility : a comparison of approaches richard l . carlson , ph . d . , consulting project manager , henwood energy services , inc . modeling volatility using multi - factor models : a practitioner ' s approach ionel birgean , director , quantitative analysis , risk management , pg & e national energy group market - based price forecasts : integrating fundamental and market components sandra l . ringelstetter ennis , executive vice president , e - acumen advisory services are price spikes in electricity markets predictable ? yumei ning , manager , quantitative analysis , calpine corporation working towards a realistic model to price generation assets and electricity derivatives michael pierce , ph . d . , financial engineer , fea modeling volatility : mirant ' s approaches vance c . mullis , director of market evaluation tools , mirant americas summer 2001 price volatility in new england : market rules and remedies robert ethier , manager , market monitoring and mitigation , iso new england , inc . an integrated approach to modeling price uncertainty mike king , managing partner , pa consulting group preconference workshop : measuring , modeling and estimating price volatility wednesday , may 1 , 2002 o 8 : 00 am - 5 : 00 pm - defining and measuring volatility - modeling volatility - estimating volatility - issues in modeling volatility - roundtable on volatility click here to download a complete conference brochure presented by infocast this email has been sent to michelle . lokay @ enron . com , by powermarketers . com . visit our subscription center to edit your interests or unsubscribe . view our privacy policy : http : / / ccprod . roving . com / roving / ccprivacypolicy . jsp powered by constant contact ( r ) www . constantcontact . com",Safe Email,Safe Email
"HUBBLE SPOTS AN ICY WORLD FAR BEYOND PLUTO
------------------------------------------
Astronomers have discovered a distant body that appears to be the
largest object in the Kuiper Belt, a body half the size of Pluto that
raises new questions about the definition of a planet. The icy world
2002 LM60 has been dubbed ""Quaoar"".    http://spaceflightnow.com/news/n0210/07quaoar/
ASTRONOMERS SLICE AND DICE GALAXIES
-----------------------------------
New views of star birth and the heart of a spiral galaxy have been
seen by a state-of-the-art astronomical instrument on its first
night. The new spectrometer has a revolutionary ability to 'slice'
any object in the sky into sections, producing a three dimensional
view of the conditions throughout entire galaxies in a single
observation.    http://spaceflightnow.com/news/n0210/08galaxies/------------------------ Yahoo! Groups Sponsor ---------------------~-->
Sell a Home with Ease!
http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email,Safe Email
"credit program "" guaranteed credit "" bad credit ? no credit ? bankruptcy ? divorce ? judgements ? student ? no problem sick of credit rejections ? we can help ! ! you can qualify for unsecured major credit cards regardless of you past credit history ! that 's right . . . no security deposit or savings account is required whatsoever ! if you are sick of being denied credit time and time again , let us help ! ! you will obtain the credit you are seeking with our program ! ! get the credit you deserve . . . dont delay fill out a service request form today results in 7-10 days express service is availible for an additional $ 5 . 00 with express service results will be released in 2 - 3 days guaranteed . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . creditmatch service request form complete and return this form to : national resource center 291 ridge road suite 78 north arlington , nj 07031 make all checks & money orders payable to : national resource center in the amount of $ 29 . 00 first name : last name : street address : city : state : zip code : telephone number : date of birth how long at this address : are you a u . s . citizen : employer name : annual income : employer phone number : how long at this job : do you have a checking account : savings account : do you have an unsecured credit card now : if yes which bank : have you been denied credit in the last 60 days : have you had any judgements entered against you in the last 6 months : have you ever filed for bankruptcy : if yes date of discharge : how would you rate your credit on a scale of 1-10 10 being excellent : have you ever been convicted of credit fraud : how did you hear of our service national resource center is not responsible for denial of credit due to falsification or innaccuracy of the information provided above . all information will be used to perform the credit match service . the information provided by you will not be used to conduct a credit check . final credit verification and approval will be conducted and given by the banks you are matched with and apply at . you must enclose $ 29 . 00 made payable to national resource center . a $ 25 . 00 charge will be added to your account for all returned checks . if none of the banks we match you with will give you final approval for an unsecured credit card , a full and prompt refund plus 10 % will be refunded . ( provided payment has been made and you ` ve applied to each bank within 30 days of receiving your final results . ) to be eligible for a refund , the information provided above must match the information contained on your credit report and the creditor application ( s ) note : this service is availible to us citizens only . void were prohibited by law signature : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ date _ _ _ _ / _ _ _ _ / _ _ _ _",Phishing Email,Safe Email
"returned mail : see transcript for details the original message was received at tue , 19 jul 2005 13 : 01 : 45 + 0200 from root @ localhost - - - - - the following addresses had permanent fatal errors - - - - - ( reason : 550 5 . 1 . 1 . . . user unknown @ mi . camcom . it ) - - - - - transcript of session follows - - - - - . . . while talking to [ 172 . 24 . 5 . 90 ] : > > > data . . . user unknown @ mi . camcom . it 550 5 . 1 . 1 . . . user unknown < < < 503 5 . 0 . 0 need rcpt ( recipient )",Phishing Email,Safe Email
