Email Text,char_length,true_label,pred_label,features
"re : invitation - whartonetevent - apr 20 / plsrsvp vince and chistie , sorry you won ' t be attending our april 20 et event , but of course we realize that many of our partners can ' t attend every event . with this in mind , we put conference reports online in a "" quick read "" format for busy executives . our site is located at : http : / / emertech . wharton . upenn . edu - we ' ll be adding new reports in the coming 2 weeks . i would also ask , is there anyone else at enron involved in mergers and acquisitions who would benefit from the april 20 event ? this will be one of our most "" content - rich "" events - reporting on surveys on high tech acquisitions as well as best practices in successful mergers and partnerships . please feel free to pass on the invitation to colleagues at enron who you feel might find this worthwhile , or you can give me email addresses if you ' d like me to extend the invitation with the most recent agenda . we very much appreciate enron ' s support of the et program and look forward to your participation in the future . best regards , michael hi michael ! sorry i will be unable to attend ! i believe both vince and i are previously committed . thanks ! - - christie . - - michael s . tomczyk managing director emerging technologies management research program 1400 sh - dh / 6371 the wharton school philadelphia , pa 19104 - 6371 tel 215 - 573 - 7722 fax 215 - 573 - 2129 website : http : / / emertech . wharton . upenn . edu",1473,1,1,"['Official university email', 'Legitimate university website', 'Related academic content']"
"tolkien 's elvish languages : austronesian ? ( this , of course , started as a spoof of proto - world ) is elvish austronesian or has sakao ( espiritu santo ) an elvish substratum ? that is the question . as i was looking for an elvish cognate for my proto - world * hu ( n ) t i came across ( and the whole effort took me perhaps five minutes , writing it down much longer , however ) : 1 . - losgar ( red snow ) . the place where feanor burned the ships of the teleri . los = snow , gar from car = red ( noel 1980 : 164 ) . - sakao kar = red . 2 . - minas tirith s ' tower of watch ' , ' tower of guard ' ( ibid . p . 170 ) ' minas ' being ' tower ' , ' tirith ' is evidently ' watch , guard ' . - sakao t ( y ) ry = to look at , to watch out . 3 . - lad ' plain ' , ' valley ' , s / 361 ( p . 160 ) - sakao la ^ dh = earth , ground 4 . - kel ' go away ' , ' flow away ' , ' flow down ' . s / 360 ( p . 159 ) - sakao gher ' to go past ' , ' to flow ' . 5 . - in ( of the ) . see various place names , including haudh - in - gwanur . ( p . 158 ) - sakao - yn , same meaning , as in ' waldhyn ietar ' 's on of yetar ( god ) ' . 6 . - ia ^ ' void ' , ' abyss ' s / 360 ( p . 156 ) - sakao ia ' oral cavity ' , ' opening ( of a cave ) ' 7 . - ondo q [ uenya ] 's tone ' s / 359 ( p . 180 ) - sakao iedh 's tone ' ( there is a pervading correspondence e / o throughout austronesian languages , and i am * not * making that up ! ) . or perhaps also : - sakao dhon ' mountain ' ( with metathesis and semantic shift ) . enough ? are n't you convinced yet ? all right . . . 8 . - vorn ' black ' . s / 360 ( p . 205 ) - sakao vyr ' black ' . 9 . - galadh s . ' tree ' ( p . 146 ) - sakao gholadh a tree sp . ( bislama "" nangkalat "" , a tree with urticant leaves ) 10 . - esse q [ uenya ] ' name ' ( p . 142 ) - sakao ase - ' name ' 11 . - sil q [ uenya ] 's hine with white or silver light ' ( p . 189 ) - sakao hoel ' cooking stone ' , regularly derivable from * s ( ui ) l ( aeo ) - sakao syl ' to singe ' and let 's make it an even dozen : 12 . - loa ' growth ' ( p . 163 ) - sakao lu ' to grow ' . work cited : ruth s . noel . the language of tokien 's middle - earth . houghton mifflin . boston 1980 .",2198,1,1,"['no urgent language', 'no suspicious links', 'no sender spoofing']"
"URL: http://www.newsisfree.com/click/-5,8086489,1440/
Date: Not suppliedShining a laser through a cheap, little disc can generate an immensely powerful 
secret code - they could be used to secure credit cards
",209,1,0,['Suspicious URL link']
"> 
> Thought this was funny.
> In the slashdot thread about
> EW Dijkstra passing away on
> tuesday, there was:
> 
> GOTO Heaven
>        Re:GOTO Heaven
>        I'll bet he gets there by the shortest path.
> 
> Referring to his ""Goto considered harmful"" etc.
> 
> Sad to see these people go. 3 others I've
> noticed lately were: Richard Stevens, Jim Ellis
> and Jon Postel.
> 
> Pï¿½draig.Interesting. I've always wondered about things 'considered' to be bad. 
Example the GOTO, most languages support a goto of some sort, so are gotos really bad?Is a loop or a recursive call actually any better than a goto 
or is the goto used as a kind of common enemy of 
programming syntax
to make sure people use loops or recursion?
<>Kind of makes you wonder about things considered to be 'good'.
For example people bang on about polymorphism, but is there actually any advantage in using an overloaded function based on class inheritance?Hmm.I'm only laughing on the outside 
My smile is just skin deep 
If you could see inside I'm really crying 
You might join me for a weep.
<>
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",1230,1,1,"['no urgent language', 'no suspicious links', 'normal content']"
"the increasing prevalence of web services (not that they are always a good thing), I doubt that parsing XML will be something that will remain at the Java application layer for long... Recent threads here on Fork indicating the move towards hardware parsing or this code even become part of the native implementation of Java on various platforms...Reza B'Far-----Original Message----- From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of Adam L. Beberg Sent: Sunday, September 01, 2002 9:01 PM To: Mr. FoRK Cc: fork@spamassassin.taint.org Subject: Re: Java is for kiddies On Sun, 1 Sep 2002, Mr. FoRK wrote:> > 6. Hardware is getting so fast that I'm not sure if the performance > > difference between Java and C/C++ are relevant any more. > > When out-of-the-box parsing & transform of XML in java is 25x slower than > C++ on the same hardware then it does matter.Yea, and that on top of the 100x of all the parsing engines over just bigendian'ing it and passing the data (5x+++) in the raw. Then it REALLY matters.- Adam L. ""Duncan"" Beberg http://www.mithral.com/~beberg/ beberg@mithral.com",1106,1,1,"['long technical discussion', 'no suspicious links', 'no urgent language']"
"call : generative linguistics the first announcement on - line conference "" the 40 - th anniversary of generativism "" 1-12 . 12 . 1997 since chomsky 's "" syntactic structures "" , published in 1957 , the generative view in linguistics has become widely popular . thus , this year is the 40 - th anniversary of the publication . in past forty years the generative linguistics has passed several stages of development and currently it can be considered a broad and dynamically growing theory , having multiply links both within the linguistics and with other sciences . we see the goal of the conference as helding an overall discussion on generative linguistics . the work of the conference should be organized in 4 sections : section 1 . history & methodology . section 2 . current investigations in generative linguistics in all of it 's variants ( gb - theory , minimalistic program , etc . ) . section 3 . development perspectives , unsolved problems . section 4 . interconnections with other sciences : biolinguistics , psyholinguistics , neurolinguistics , cognitive , computational , mathematical linguistics . the conference organized by the electronic journal "" web journal of formal , computational & cognitive linguistics "" ( http : / / www . ksu . ru / kazan / science / fccl / index . html ) . program committee chair is noam chomsky . all the materials will be put on the web site of the journal . after the conference the materials of the conference are to be published in the journal , on cd and printed as a book . submission & review procedures : paper selection and review procedures will be similar to those of a regular conference . all text must be in ascii . length of the paper is not limited . papers must be send to < generate . list @ ksu . ru > . the first 4 lines of the message should consist of your name your email address the title of the paper number of your section our time-frame is : deadline for papers : october 20 , 1997 final program announced : november 20 , 1997 participation in the on-line conference will be carried out on the list generate . list that has been created for that purpose . to subscribe to this list , send the following message to < generate . list @ ksu . ru > : subscribe generate . list yourfirstname yourlastname for example : subscribe generate . list bill johnson once you have received confirmation of your subscription , you may send messages to < generate . list @ ksu . ru > , and you will automatically receive all new messages sent to the list . a record of all received message will be maintained on a specific web page at the conference site . participants may send their comments and questions by means of the generate . list . everyone subscribed to the list will receive these messages . if you wish to leave the list , send the following message to < generate . list @ ksu . ru > : unsubscribe generate . list firstname lastname at the end of the conference participants will be automatically removed from the generate . list . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - valery solovyev editor "" web journal of formal , computational & cognitive linguistics "" kazan state university , dep . computer science , kazan , 420008 , russia e - mail : solovyev @ open . ksu . ras . ru - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",3488,1,1,"['professional language', 'academic conference']"
"overnight shipping - xanax and hundreds more l l l cialls 300 il l with no prescrlption . * erilneeded * * * * shipped overnight * p here f more if you wish for email elimination , you can do so here . bubble certainty doubleton rancid anthracnose asocial lucas polarograph bust serial an rensselaer journalese whimsey chordata enfield hackney robotics danbury chen morphism smithfield audiovisual jimmy award nighttime bottleneck vicinal booby colossi nagy needham sarah sprawl balk newark hardworking dey bribe lumbermen chloroform gunman illumine deconvolution slanderous truism appraise rightful budweiser tift cemetery briefcase deaconess prophetic derision pion ounce social haircut collate bandit durward rosa autocratic coneflower shaft sidestep radiology bucolic convex excuse consensus teat falstaff heiress reliant effete splotch karma charity presentational alden bate aleph administrate bloodstream deuce nowise ache acetylene alight brookline gatekeep disciplinarian camilla quahog hydronium why bessel conclude perpetuity singe butler sorghum bowfin afield bonneville epistemology forborne somal muscovy beplaster woody adams vagina khan deportation betoken massive phosphorus although inestimable milieu dinah dallas methodic colloquy elkhart dignitary fist earsplitting caldwell infer compendium cripple temperature playa diva forborne usurp cairn offload chiton bankrupt hazel boat synge cosgrove handel frequent biddy promotion astigmat compose brandon aloud cozen clifford commune judson bedfast appertain atomic invariant reservoir revelatory crossway an buddha fungus mini ventricle gould chromium conjugacy palladium belly customary abstruse spilt",1670,0,0,"['no clear sender info', 'urgent tone about shipping', 'mention of prescription drugs']"
"enron / hpl actuals for july 21 , 2000 ( see attached file : hplo 721 . xls ) - hplo 721 . xls",94,1,0,"['Unexpected attachment', 'Unusual file name', 'Uncertain sender']"
"stuart zisman louise , stuart is officially coming over . i have a meeting set with oxley at 3 : 30 pm to discuss his and my contract . i understand you want to meet with me at 4 : 00 pm . i will there . don",207,1,0,"['Vague language', 'No personal greeting', 'Unclear sender']"
"dgfs summerschool ( august 28th - - september 1995 ) saarbruecken * * * note : early registration closes june 30th * * * * the fifth summer school of the german linguistic society ( deutsche gesellschaft fuer sprachwissenschaft ) will be held between august 28th and september 8th , 1995 at the university of saarland ( saarbruecken , germany ) . the topic is "" language : cognitive structures and processes "" . the programme will cover cognitive aspects of natural language in the areas of theoretical linguistics , computational linguistics , and psycholinguistics . * 18 courses in german and english language each course consisting of five 90 minute lectures as well as workshops , exercises , and demonstrations . * plenary lectures on "" language and cognition "" * evening lectures on the topic "" language : cognitive structures and processes "" . * there will be a social programme , including official reception in saarbruecken castle , a summer school party . . . programm ring - christopher habel ( koordination ) : sprache und vorlesung kognition a theoretical linguistics phonetics william barry : cognitive aspects of phonetics phonology richard wiese : einf "" uhrung in die optimalit "" atstheorie syntax hubert haider : invarianten der syntaktischen strukturierung michael herweg & tibor kiss : theoretische und kognitive aspekte einer deklarativen grammatikanalyse des deutschen . prinzipien und schemata der hpsg semantics leonard talmy : how language structures concepts gilles fauconnier : cognitive semantics hans kamp : einstellungen , einstellungsberichte und sprachliche kommunikation jeff pelletier : formal semantic issues surrounding generic statements lexicon dieter wunderlich : lexical decomposition grammar b psycholinguistics language barbara hemforth & gerhard strube : kognitives parsing comprehension simon garrod : language comprehension and how we track the thread of discourse speech thomas pechmann : sprachproduktion production language werner deutsch : das allgemeine und das spezielle im acquisition erstspracherwerb am beispiel der personreferenz lexicon etta drews & pienie zwitserlood : das mentale lexikon neuro - barbara h "" ohle & stephanie kelter : neurolinguistik : linguistics kognitive aphasieforschung c computational linguistics lexicon james pustejovsky : processes of lexically - based inference : co - composition and abduction processing hans uszkoreit : performanzmodellierung in der models computerlinguistik man - maschine wolfgang wahlster : prozessmodelle multimodaler communication kommunikation registration : fees : early registration ( before june 30th ) : students : dm 280 visiting scholars : dm 560 industrial participants : dm 1100 registration after june 30th students : dm 350 visiting scholars : dm 650 industrial participants : dm 1200 you may register from now on . we shall try to find low-priced accommodation ( applications will be dealt with on a first done , first served basis ) . information and registration : dgfs - sommerschule 1995 universitaet des saarlandes computerlinguistik , bau 17 . 2 d-66041 saarbruecken tel . : + 49 ( 681 ) 302-4444 ; fax . : + 49 ( 681 ) 302-4351 internet : dgfs @ coli . uni-sb . de local organization : manfred pinkal and claudia villiger this and further information is also available on worldwideweb : http : / / coli . uni-sb . de / info / dgfs /",3362,1,0,"['long, detailed content', 'no clear sender info', 'lack of personalized greeting']"
"warm clal 1 is , \ / 11 agrra , xanaax , adlpex , \ / all 1 um , ambl 1 en , tussioneex from $ 65 month girls ache see , xanaax , \ / alium , cialiis , \ / iaagra , ambieen & all popular medssno long questioning form , you pay & we shiip out today myworldwide shippiing putting prom 0 tion running now : \ / aliuum : from $ 70 ambiien : from $ 68 ciaaliis : from $ 96 \ / iaagra : from $ 64 xanaax : from $ 75",409,0,0,"['unprofessional language', 'promotes drugs and pills', 'unclear sender']"
"workshop on focus - 1st call for papers 1st call for papers * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * workshop on focus * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * university of massachusetts , amherst december 8-10 , 1995 guest speakers : eva hajicova , carles univ . prague barbara partee , umass amherst elizabeth selkirk , umass amherst petr sgall , charles univ . prague the department of linguistics and the glsa ( graduate linguistics student association ) at the university of massachusetts at amherst invite submissions of abstracts for the * * workshop on focus * * , an interdisciplinary workshop on the role of focus in grammar . it intends to cover diverse areas of formal linguistics , such as phonetics , phonology , morphology , syntax , semantics , pragmatics , and psycholinguistics . each talk is 30 min . long , followed by a 10 min . discussion . the proceedings of the workshop will be published as a special volume of umop ( university of massachusetts occasional papers ) from glsa . please send 6 copies of an anonymous abstract , maximum 2 pages long including references , tables , diagrams , and examples . fonts should be no smaller than 12 points , and at least 1 inc margin on all sides . the abstract should arrive at the address below by * * october 2 , 1995 * * . no email or fax submissions are accepted . along with the abstract , enclose an index card ( 3 "" x5 "" ) with title of paper , author 's name , affiliation , address , telephone number , and e-mail address . workshop on focus organizing committee department of linguistics south college university of massachusetts amherst , ma 01003 for further information , fax 1-413 - 545 27 92 email focus @ linguist . umass . edu",1875,1,1,"['academic conference details', 'no urgent language', 'official university email']"
"
 Quoting Ronan Waide :
 
 > Sure, but soft links would do the same. To be honest, I'm trying to
 > think of a useful use of hard links right now, and I'm a little
 > stumped. There's gotta be some benefit that I'm missing that's
 > immediately obvious to everyone.No there doesn't :-) . The Bell labs Unix people implemented hard
links, whereas Bill Joy and co. at Berkeley implemented soft links,
five years later, mainly to get around not being able to do
cross-device hard linking, as I understand it. Soft links are fairly
classic Berkeley hackery (cf. gethostbyname, h_errno, and the
resultant problems implementing mt-safe interfaces); they do what they
were intended for, but break fairly easily, in this case when the
target file was deleted. For a better design for similar ideas, see
the MacOS.-- 
I'm not a pheasant plucker / I'm a pheasant plucker's son.
I'm just a'plucking pheasants / 'Til the pheasant plucker comes.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",1089,1,1,"['no suspicious links', 'no urgent language', 'consistent sender domain']"
"[Guido]
>   ...
>   I don't know how big that pickle would be, maybe loading it each time
>   is fine.  Or maybe marshalling.)My tests train on about 7,000 msgs, and a binary pickle of the database is
approaching 10 million bytes.  I haven't done anything to try to reduce its
size, and know of some specific problem areas (for example, doing character
5-grams of ""long words"" containing high-bit characters generates a lot of
database entries, and I suspect they're approximately worthless).  OTOH,
adding in more headers will increase the size.  So let's call it 10 meg
.",573,1,1,"['technical discussion', 'no urgent language', 'no links or attachments']"
"backpackers . net , generic vi @ gra . . . booth one time discount order for vl @ gra , clal 1 s ! vl @ gra discount order today its only $ 0 . 9 per dose . generic vi @ gra , 24 x 100 mg regular tabs ( 48 dozes ) only $ 26 . 00 new product 1 : generic viagra , 24 x 100 mg soft tabs ( 48 dozes ) what is soft tabs ? only $ 30 . 00 new product 2 : generic clal 1 s , 10 x 20 mg tadalafil what is soft clal 1 s ? only $ 38 . 00 special offer ! these prices are valid until 10 th of december ! vl @ gra discount order remove",522,0,0,"['suspect offers', 'urgent language', 'unusual sender']"
"inncenot bitcehs gushing loads ' ello , ' ello , ' ello , what have we got here ? ata logo",90,0,0,"['gibberish text', 'no clear sender', 'no branding']"
"limited time reservation . the most nasty , raunchy adult interactive website on the internet today is = 46ree = 46or 1 week ! ! ! ! http : / / 3461767994 / adult . html locker room xcitement ! ! see all this that was not available in the usa continent ( until now ) here = 46ree ! plus you will get . . . over 20 , 000 xxx videos over 50 live sex shows ! amsterdam sex shows ! thousands of pictures xxx magazines . . comics . . . games & more ! all this = 46or = 46ree = 46or 1 week ! join now ! go to : http : / / 3461767994 / adult . html",541,0,0,"['Suspicious suspicious URL', 'Adult sexual content', 'Urgent call to action']"
"calculating bid - ask prices this is about enron movie trading business where we are a market maker for trading future of a movie ' s gross box office receipt . rich sent to many people a writing explaining his movie trading idea and asked us to provide some feedback . i think the idea ( see below ) might be applicable to other parts of enron . we can call it "" dynamic bid - ask price process "" . in fact , we can set that the bidding period is closed when no new bid is submitted to the system within a specified amount of time . the final ( clearing ) bid and ask prices are just the last "" tentative "" price shown to the public before the bidding period ends . ( so the customers can see the final price before the market close and can revise their bids if they wish . ) i think this method is suitable for illiquid products to be traded via enrononline . com . - chonawee - - - - - - - - - - - - - - - - - - - - - - forwarded by chonawee supatgiat / corp / enron on 04 / 24 / 2001 07 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chonawee supatgiat 04 / 24 / 2001 07 : 40 pm to : richard dimichele / enron communications @ enron communications cc : chonawee supatgiat / corp / enron @ enron , cynthia harkness / enron communications @ enron communications , greg wolfe / hou / ect @ ect , james ginty / enron communications @ enron communications , jim fallon / enron communications @ enron communications , kelly kimberly / enron communications @ enron communications , kevin howard / enron communications @ enron communications , key kasravi / enron communications @ enron communications , kristin albrecht / enron communications @ enron communications , kristina mordaunt / enron communications @ enron communications , martin lin / contractor / enron communications @ enron communications , paul racicot / enron communications @ enron communications , zachary mccarroll / enron communications @ enron communications , martin lin / contractor / enron communications @ enron communications subject : calculating bid - ask prices i think we should let the price float with the market instead of trying to forecast it . otherwise , if our forecast is not consistence with the market , we may have an imbalance in the bid - ask orders and we may end up taking some positions . you know , as russ and martin pointed out , we cannot fight with the studio and exhibitors because they have inside information and can game the price easily . one way to ensure the balance of the bid - ask orders is to embed an exchange system inside our bid - ask prices front end . each week , we have a trading period . during the period , instead of posting bid - ask prices , we post "" tentative "" bid - ask prices , then we ask our customers to submit their acceptable buying or selling price . these "" tentative "" bid - ask prices get updated and are shown to the public . of course , customers can revise / withdraw their bids anytime during the trading period . at the end of the period , we calculate and post the final bid and ask prices . the seller who submits lower selling price than our final bid price gets paid at the bid price . the buyer who submits higher buying price than our final ask price pays at the ask price . next week , we repeat the same process . this way , we can manage our positions easily and we can also behave like a broker where we don ' t take any position at all . we make profit from those bid - ask spread . we don ' t have to worry about forecasting accuracy and insiders ' trading because we don ' t have to take any position . let the market be the one who decides the price . if we maintain our net position as zero , at the end , when all the actual gross box office numbers are reported in those publications , our customers with open long / short positions are perfectly matched . using the mark - to - market charge can reduce credit risk . thanks , - chonawee - - - - - - - - - - - - - - - - - - - - - - forwarded by chonawee supatgiat / corp / enron on 04 / 24 / 2001 07 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chonawee supatgiat 04 / 20 / 2001 04 : 31 pm to : richard dimichele / enron communications @ enron communications , key kasravi / enron communications @ enron communications cc : martin lin / contractor / enron communications @ enron communications subject : some more input hi rich and key , again i think your idea is very good . i think that we , as a market maker , can reduce our credit risk ( risk of default ) if we do the "" mark - to - market "" charging . that is , each week when we release a new expected value of the gross box office receipt , we balance all the opening positions the same way as in a regular future market . this way , we can give margin calls to the couterparties who are expected to owe us a lots of money . in the last paragraph , i think the gross box office can also be determined from the market itself ( i . e . , if there are lots of buyers , our offer price should go up . ) we can offer other derivative products such as options as well . - chonawee",5075,1,0,"['financial jargon', 'embeds insider information', 'discusses market manipulation']"
"please read urgently dear sir / madam , i am contacting you from asia to discuss a business deal of us $ 18 . 4 m acquired during one of the rescue operation carried out by my organization ( an international relief organization ) over the tsunami rehabilitation projects and programes . i will need your assistance as a nuetral person to the organization to claim this excess fund . there is no risk involved in this project as measures are already in place to secure the fund in a legitimate and acceptable process . if you will be interested to work with me , please contact me back on fax number 852 301 60006 for details of the operation and negotiation for your own share . thanks , bs .",692,0,0,"['urgent request', 'large sum offered', 'unprofessional language']"
keep your memories alive with a free canon digital camera ! >,61,0,0,"['incentive to click', 'no sender info', 'urgent tone']"
"yellowish to white "" i just wanted to write and thank you for spur - m . i suffered from poor sperm count and motility . i found your site and ordered spur - m fertility blend for men . i have wondered for years what caused low semen and sperm count , and how i could improve my fertility and help my wife conceive . spur - m seems to have done just that ! thank you for your support . "" andrew h . , london , uk "" spur - m really does help improve fertility and effectiveness of sperm and semen motility . i used it for the past few months , and not only does it work - i also feel better to . i have more energy . this is an excellent counter to low sperm count and motility . i ' ll be buying more ! ! ! "" franz k . , bonn , germany http : / / noemi . paperiness . net / spur / ? sheep",788,0,0,"['Suspicious link', 'Unverified domain', 'Lack of personal greeting']"
"URL: http://www.newsisfree.com/click/-3,8688977,215/
Date: 2002-10-09T03:15:13+01:00*Media:* Move could lead to Rupert Murdoch's News Corporation being outvoted on 
major board decisions.
",188,1,0,"['Suspicious URL link', 'Unusual source']"
"fyi fyi - just wanted to let everyone know my extension . ( 54013 ) also , if you really need something and i am not at my desk or at lunch , you can page me . ( 713 - 707 - 5609 ) . my mobile number is ( 281 - 799 - 5593 ) . if you need anything just give me a call . thanks , brandee",285,1,1,"['Personal contact info', 'No urgent language', 'No suspicious links']"
"Easy 30-50% Return?Learn how you can receive a monthly check for 3, 4, or 5%
a month until your initial investment is paid off...then a
monthly check for over 4% a month for years to come...We know it sounds impossible, but it's happening today.For complete information on this 
multi-trillion dollar industry:http://www.page4life.org/users/stone40/
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
To Opt Out:Please go to our ""OPT OUT"" website:http://www.page4life.org/users/stone40/optout.html
",524,0,0,"['Suspicious financial offer', 'Unsolicited link', 'Opt-out option']"
"we bring people together unsubscribe me from future platinum romance offers 1313 5 th st . se mpls , mn 55414 to unsubscribe from this mailing list : click here or send a blank message to : r . superdealsl . 0 - 3641991 - 1 do 4 . iit . demokritos . gr . - paliourg @ co . tekmailer . com this offer sent to you from : optinrealbig . com llc 1333 w 120 th ave suite 101 westminster , co 80234",392,0,0,"['Suspicious unsubscribe link', 'Multiple unfamiliar domains', 'No personalized greeting']"
"re : pain specialist on sunday at 21 - 00 pain tolerancy care informaton v , 1 . c ^ o . d ' 1 . n 75 o m . gg 30 pi | | s 169 . oo 6 o piils 245 . 95 90 plils 319 . oo comparison report : http : / / randomnameisgood . com same day shlpp 1 ng to cease : http : / / randomnameisgood . com / please / check out your details troy valentine baker thinkpharm , amherst , ny 14226 , united states of america phone : 799 - 247 - 2716 mobile : 844 - 611 - 4186 email : cggeklkmhdktkq @ gamewood . net this message is being sent to confirm your account . please do not reply directly to this message this software is a 51 year complementary package notes : the contents of this message is for usage and should not be semper approximable stevedore inhibition boil time : mon , 20 dec 2004 12 : 49 : 23 + 0200",798,0,0,"['Suspicious links', 'Unsolicited payment info', 'Anonymous sender']"
"Low-Cost Term-Life Insurance!
SAVE up to 70% or more on your term life insurance policy now.
       
CLICK HERE NOW For your FREE Quote!
 http://hey11.heyyy.com/insurance/Example: Male age 40 - $250,000 - 10 year level term - as low as $11 per month!
       
If you haven't taken the time to think about what you are paying for life insurance...now is the time!!!
       
We offer the lowest rates available from nationally recognized carriers.
       
Act now and pay less!
CLICK HERE 
 http://hey11.heyyy.com/insurance/
       
       
       
++++++++++++++++++++++++++++
Simple Removal instructions:
To be removed from our in-house list simply visit
http://hey11.heyyy.com/removal/remove.htm
Enter your email addresses to unsubscribe.",738,0,0,"['Suspicious links', 'Urgent call to action', 'Unusual sender domain']"
looking for cheap high - quality software ? looking for not expensive high - quality software ? we might have just what you need . windows xp professional 2002 . . . . . . . . . . . . . $ 50 adobe photoshop 7 . 0 . . . . . . . . . . . . . . . . . . . . . . $ 60 microsoft office xp professional 2002 . . . . $ 60 corel draw graphics suite 11 . . . . . . . . . . . . . $ 60 and lots more . .,390,0,0,"['Unsolicited software offers', 'Low price for popular software', 'Lack of contact details']"
"> I had the same problem when installing Win on it and eventually sorted it
> out by disabling the infrared port. Enter your bios and try disabling your infrared port in the bios.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",337,1,1,['Legitimate mailing list']
"you can find unimaginable savings on v . alium . , . . get hard to imagine savings on medicat . ions . a prescriptio - n isn ' t required . you ' ll get them over night . tracy saturnine delegate lad acquiesce beaumont elmhurst . alma hogan forcible postcondition rodgers villain . tanner bookend wronskian .",308,0,0,"['unimaginable savings', 'prescription not required', 'overnight delivery']"
"your indulgence dear friend , i would want to use this medium after going through your profile to seek for assistance in a business transaction which is of mutual benefit . a foreigner late mr . gavin norris who is from united state , an oil merchant / contractor with the federal government of nigeria , until his death in a ship mishap was banking in a bank where i am the chief accountant . his closing balance until his death was us $ 8 . 3 million , which the bank now expects any of his available next of kin to claim . to this regards , i have been directed by the board of trustees of the bank to notify the diseased next of kin , which i have done and found out that he has no next of kin , which means that this funds will be lost to the government , which we all know will be stolen . in order to avert this development , myself and some of my trusted colleagues in the bank now seek your indulgence to have you stand as late mr . gavin norris ? s next of kin so that the fund will be subsequently transferred and paid into your foreign account . on indicating your interest , all documents and proofs to enable you get this funds will be carefully worked out and we are assuring you a 100 % risk free transaction . you will be allowed to retain 30 % of the total amount after the transaction while 10 % shall be used for reimbursement of any expenses incurred in the course of this transaction . the remaining 60 % for us awaiting our instruction of disbursement . if this proposal is okay by you , and you wish to take advantage of the trust bestowed on you , please kindly contact me through this e - mail address to enable me furnish you with relevant details to this transaction . but if my request has offended your sensibility , please accept my apologies . best regards , mr . anthony onome tiscali adsl 2 mega free : l ' adsl piu ' veloce e ' gratis ! naviga libero dai costi fissi con tiscali adsl 2 mega free , l ' adsl free piu ' veloce in italia . in piu ' , se ti abboni entro il 13 dicembre 2004 , navighi gratis fino al 31 marzo 2005 e non paghi il costo di adesione . http : / / abbonati . tiscali . it / adsl /",2139,0,0,"[' Scam story about inheritance', ' Request for personal information', ' Suspicious unsolicited offer']"
"euralex ' 98 - keynote lectures , tutorials euralex ' 98 - european association for lexicography - 8th international congress university of liege ( belgium ) , 4 - 8 august 1998 . web site : http : / / engdep1 . philo . ulg . ac . be / euralex . htm information : amichiels @ ulg . ac . be book exhibition : please contact v . doppagne @ ulg . ac . be * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * the euralex ' 98 programme committee is pleased to announce the titles of the three plenary lectures which will be read in addition to the standard parallel session papers , the workshop on dictionary use , the book exhibition and the computer demonstrations : keynote lectures : ( a ) marie - hlne corrard ( xerox research centre europe , grenoble , formerly oxford university press ) : "" traduire avec un dictionnaire , traduire pour un dictionnaire "" ( b ) anthony p . cowie ( university of leeds ) : "" a . s . hornby : a centenary tribute "" ( c ) gregory grefenstette ( xerox research centre europe , grenoble ) : "" the future of linguistics and lexicographers : will there be lexicographers in the year 3000 ? "" it is still possible to register for either of the two pre - euralex tutorials which will be organised on 4 august 1998 ( see second circular for details and fees ) : ( 1 ) creating a bilingual dictionary tutors : michela clari & jeremy butterfield ( harpercollins publishers ) ( 2 ) preparing a terminological data base tutor : alain reichling ( european commission translation service ) all relevant information ( list of parallel session papers , 1st and 2nd circulars , registration forms and fees , phone , fax and email addresses . . . ) can be found on the euralex ' 98 congress web site : http : / / engdep1 . philo . ulg . ac . be / euralex . htm for practical reasons , the local organizers ask people who intend to attend the congress to register as soon as possible if they have not yet done so . on behalf of the programme committee , thierry fontenelle",2073,1,0,['Suspicious link in email']
